location_id,externalId,authority_name,authorityIdentifier,deviceName,measurement_type,platform_name,platformId,isUntrusted,description,locationInstallationPartner,isChornobylExclusionZone,addressCatuttc,addressPostCode,addressAdminUnitL1,admin_unit_l2,addressAdminUnitL3,addressAdminUnitL4,settlement_name,addressPostTypeName,addressCitytId,street_name,street_number,addressLocatorBuilding,addressDescription,lat,lon,source_file,region_raw,region_key,oblast_name_uk,oblast_name_en,display_region
20814,,ДУ «Львівський обласний центр контролю та профілактики хвороб МОЗ України»,38501853.0,,вручну,Міністерство охорони здоров'я України,42.0,False,ДУ «Львівський обласний центр контролю та профілактики хвороб МОЗ України»,,False,UA46060130010043364,,Україна,Львівська область,Львівський район,Жoвківськa міська громада,Жовква,місто,12122.0,Жовква,,,,50.066,23.96,saveecobot_radiation_locations.csv,Львівська область,lviv,Lvivska oblast,Lviv Oblast,Lviv Oblast
20815,,ДУ «Львівський обласний центр контролю та профілактики хвороб МОЗ України»,38501853.0,,вручну,Міністерство охорони здоров'я України,42.0,False,ДУ «Львівський обласний центр контролю та профілактики хвороб МОЗ України»,,False,UA46120130010071117,,Україна,Львівська область,Золочівський район,Зoлoчівськa міська громада,Шептицький,місто,11400.0,Шептицький,,,,49.805,24.89,saveecobot_radiation_locations.csv,Львівська область,lviv,Lvivska oblast,Lviv Oblast,Lviv Oblast
20816,,ДУ «Львівський обласний центр контролю та профілактики хвороб МОЗ України»,38501853.0,,вручну,Міністерство охорони здоров'я України,42.0,False,ДУ «Львівський обласний центр контролю та профілактики хвороб МОЗ України»,,False,UA46060250010015970,,Україна,Львівська область,Львівський район,Львівськa міська громада,Львів,місто,245.0,вулиця Круп'ярська,,,,49.84,24.05,saveecobot_radiation_locations.csv,Львівська область,lviv,Lvivska oblast,Lviv Oblast,Lviv Oblast
20817,,ДУ «Львівський обласний центр контролю та профілактики хвороб МОЗ України»,38501853.0,,вручну,Міністерство охорони здоров'я України,42.0,False,ДУ «Львівський обласний центр контролю та профілактики хвороб МОЗ України»,,False,UA46060250010015970,,Україна,Львівська область,Львівський район,Львівськa міська громада,Львів,місто,245.0,проспект Свободи,,,,49.84,24.02,saveecobot_radiation_locations.csv,Львівська область,lviv,Lvivska oblast,Lviv Oblast,Lviv Oblast
20818,,ДУ «Львівський обласний центр контролю та профілактики хвороб МОЗ України»,38501853.0,,вручну,Міністерство охорони здоров'я України,42.0,False,ДУ «Львівський обласний центр контролю та профілактики хвороб МОЗ України»,,False,UA46140030010062678,,Україна,Львівська область,Яворівський район,Мoстиськa міська громада,Мостиська,місто,12022.0,Мостиська,,,,49.791,23.15,saveecobot_radiation_locations.csv,Львівська область,lviv,Lvivska oblast,Lviv Oblast,Lviv Oblast
20819,,ДУ «Львівський обласний центр контролю та профілактики хвороб МОЗ України»,38501853.0,,вручну,Міністерство охорони здоров'я України,42.0,False,ДУ «Львівський обласний центр контролю та профілактики хвороб МОЗ України»,,False,UA46060370010036941,,Україна,Львівська область,Львівський район,Пустoмитівськa міська громада,Пустомити,місто,12404.0,Пустомити,,,,49.716,23.9,saveecobot_radiation_locations.csv,Львівська область,lviv,Lvivska oblast,Lviv Oblast,Lviv Oblast
20820,,ДУ «Львівський обласний центр контролю та профілактики хвороб МОЗ України»,38501853.0,,вручну,Міністерство охорони здоров'я України,42.0,False,ДУ «Львівський обласний центр контролю та профілактики хвороб МОЗ України»,,False,UA46080130010066889,,Україна,Львівська область,Самбірський район,Сaмбіpськa міська громада,Самбір,місто,11397.0,Самбір,,,,49.516,23.19,saveecobot_radiation_locations.csv,Львівська область,lviv,Lvivska oblast,Lviv Oblast,Lviv Oblast
20821,,ДУ «Львівський обласний центр контролю та профілактики хвороб МОЗ України»,38501853.0,,вручну,Міністерство охорони здоров'я України,42.0,False,ДУ «Львівський обласний центр контролю та профілактики хвороб МОЗ України»,,False,UA46100230010074173,,Україна,Львівська область,Стрийський район,Стpийськa міська громада,Стрий,місто,11398.0,Стрий,,,,49.257,23.84,saveecobot_radiation_locations.csv,Львівська область,lviv,Lvivska oblast,Lviv Oblast,Lviv Oblast
20822,,ДУ «Львівський обласний центр контролю та профілактики хвороб МОЗ України»,38501853.0,,вручну,Міністерство охорони здоров'я України,42.0,False,ДУ «Львівський обласний центр контролю та профілактики хвороб МОЗ України»,,False,UA46120130010071117,,Україна,Львівська область,Шептицький район,Чepвoнoгpaдськa міська громада,Шептицький,місто,11400.0,Червоноград,,,,50.389,24.24,saveecobot_radiation_locations.csv,Львівська область,lviv,Lvivska oblast,Lviv Oblast,Lviv Oblast
20823,,ДУ «Львівський обласний центр контролю та профілактики хвороб МОЗ України»,38501853.0,,вручну,Міністерство охорони здоров'я України,42.0,False,ДУ «Львівський обласний центр контролю та профілактики хвороб МОЗ України»,,False,UA46140110010091191,,Україна,Львівська область,Яворівський район,Явopівськa міська громада,Яворів,село,12945.0,Яворів,,,,49.954,23.4,saveecobot_radiation_locations.csv,Львівська область,lviv,Lvivska oblast,Lviv Oblast,Lviv Oblast
20824,,ДУ «Київський міський центр контролю та профілактики хвороб МОЗ України»,38518296.0,,вручну,Міністерство охорони здоров'я України,42.0,False,ДУ «Київський міський центр контролю та профілактики хвороб МОЗ України»,,False,UA80000000000093317,,Україна,Київ,,,Київ,місто,2.0,бульвар Перова,,,,50.486,30.59,saveecobot_radiation_locations.csv,Київ,kyiv_city,m. Kyiv,Kyiv City,Kyiv City
20825,,ДУ «Київський міський центр контролю та профілактики хвороб МОЗ України»,38518296.0,,вручну,Міністерство охорони здоров'я України,42.0,False,ДУ «Київський міський центр контролю та профілактики хвороб МОЗ України»,,False,UA80000000000093317,,Україна,Київ,,,Київ,місто,2.0,вулиця Стеценка,,,,50.486,30.39,saveecobot_radiation_locations.csv,Київ,kyiv_city,m. Kyiv,Kyiv City,Kyiv City
20826,,ДУ «Київський міський центр контролю та профілактики хвороб МОЗ України»,38518296.0,,вручну,Міністерство охорони здоров'я України,42.0,False,ДУ «Київський міський центр контролю та профілактики хвороб МОЗ України»,,False,UA80000000000093317,,Україна,Київ,,,Київ,місто,2.0,вулиця Миколи Закревського,,,,50.497,30.59,saveecobot_radiation_locations.csv,Київ,kyiv_city,m. Kyiv,Kyiv City,Kyiv City
20827,,ДУ «Київський міський центр контролю та профілактики хвороб МОЗ України»,38518296.0,,вручну,Міністерство охорони здоров'я України,42.0,False,ДУ «Київський міський центр контролю та профілактики хвороб МОЗ України»,,False,UA80000000000093317,,Україна,Київ,,,Київ,місто,2.0,проспект Свободи,,,,50.51,30.42,saveecobot_radiation_locations.csv,Київ,kyiv_city,m. Kyiv,Kyiv City,Kyiv City
20828,,ДУ «Київський міський центр контролю та профілактики хвороб МОЗ України»,38518296.0,,вручну,Міністерство охорони здоров'я України,42.0,False,ДУ «Київський міський центр контролю та профілактики хвороб МОЗ України»,,False,UA80000000000093317,,Україна,Київ,,,Київ,місто,2.0,вулиця Стадіонна,,,,50.436,30.48,saveecobot_radiation_locations.csv,Київ,kyiv_city,m. Kyiv,Kyiv City,Kyiv City
20829,,ДУ «Київський міський центр контролю та профілактики хвороб МОЗ України»,38518296.0,,вручну,Міністерство охорони здоров'я України,42.0,False,ДУ «Київський міський центр контролю та профілактики хвороб МОЗ України»,,False,UA80000000000093317,,Україна,Київ,,,Київ,місто,2.0,проспект Повітрофлотський,,,,50.411,30.43,saveecobot_radiation_locations.csv,Київ,kyiv_city,m. Kyiv,Kyiv City,Kyiv City
20830,,ДУ «Київський міський центр контролю та профілактики хвороб МОЗ України»,38518296.0,,вручну,Міністерство охорони здоров'я України,42.0,False,ДУ «Київський міський центр контролю та профілактики хвороб МОЗ України»,,False,UA80000000000093317,,Україна,Київ,,,Київ,місто,2.0,вулиця Естонська,,,,50.463,30.41,saveecobot_radiation_locations.csv,Київ,kyiv_city,m. Kyiv,Kyiv City,Kyiv City
20831,,ДУ «Миколаївський обласний центр контролю та профілактики хвороб МОЗ України»,38458316.0,,вручну,Міністерство охорони здоров'я України,42.0,False,ДУ «Миколаївський обласний центр контролю та профілактики хвороб МОЗ України»,,False,UA48080130010068596,,Україна,Миколаївська область,Первомайський район,Пepвoмaйськa міська громада,Первомайськ,місто,26549.0,Первомайськ,,,,48.042,30.85,saveecobot_radiation_locations.csv,Миколаївська область,mykolaiv,Mykolaivska oblast,Mykolaiv Oblast,Mykolaiv Oblast
20832,,ДУ «Миколаївський обласний центр контролю та профілактики хвороб МОЗ України»,38458316.0,,вручну,Міністерство охорони здоров'я України,42.0,False,ДУ «Миколаївський обласний центр контролю та профілактики хвороб МОЗ України»,,False,UA48040250010045068,,Україна,Миколаївська область,Вознесенський район,Южнoукpaїнськa міська громада,Южноукраїнськ,місто,13118.0,Южноукраїнськ,,,,47.817,31.18,saveecobot_radiation_locations.csv,Миколаївська область,mykolaiv,Mykolaivska oblast,Mykolaiv Oblast,Mykolaiv Oblast
20833,,ДУ «Миколаївський обласний центр контролю та профілактики хвороб МОЗ України»,38458316.0,,вручну,Міністерство охорони здоров'я України,42.0,False,ДУ «Миколаївський обласний центр контролю та профілактики хвороб МОЗ України»,,False,UA48060150010035747,,Україна,Миколаївська область,Миколаївський район,Микoлaївськa міська громада,Миколаїв,місто,13114.0,вулиця Лазурна,,,,46.955,31.94,saveecobot_radiation_locations.csv,Миколаївська область,mykolaiv,Mykolaivska oblast,Mykolaiv Oblast,Mykolaiv Oblast
20834,,ДУ «Миколаївський обласний центр контролю та профілактики хвороб МОЗ України»,38458316.0,,вручну,Міністерство охорони здоров'я України,42.0,False,ДУ «Миколаївський обласний центр контролю та профілактики хвороб МОЗ України»,,False,UA48060250010045389,,Україна,Миколаївська область,Миколаївський район,Очaківськa міська громада,Очаків,місто,13116.0,Очаків,,,,46.626,31.52,saveecobot_radiation_locations.csv,Миколаївська область,mykolaiv,Mykolaivska oblast,Mykolaiv Oblast,Mykolaiv Oblast
20835,,ДУ «Одеський обласний центр контролю та профілактики хвороб МОЗ України»,38477737.0,,вручну,Міністерство охорони здоров'я України,42.0,False,ДУ «Одеський обласний центр контролю та профілактики хвороб МОЗ України»,,False,UA51100370010020298,,Україна,Одеська область,Одеський район,Чopнoмopськa міська громада,Чорноморськ,місто,307.0,Чорноморськ,,,,46.3,30.65,saveecobot_radiation_locations.csv,Одеська область,odesa,Odeska oblast,Odesa Oblast,Odesa Oblast
20836,,ДУ «Одеський обласний центр контролю та профілактики хвороб МОЗ України»,38477737.0,,вручну,Міністерство охорони здоров'я України,42.0,False,ДУ «Одеський обласний центр контролю та профілактики хвороб МОЗ України»,,False,UA51040010010048834,,Україна,Одеська область,Білгород-Дністровський район,Білгoрoд-Дністрoвська міська громада,Білгород-Дністровський,місто,13770.0,Білгород-Дністровський,,,,46.19,30.34,saveecobot_radiation_locations.csv,Одеська область,odesa,Odeska oblast,Odesa Oblast,Odesa Oblast
20837,,ДУ «Одеський обласний центр контролю та профілактики хвороб МОЗ України»,38477737.0,,вручну,Міністерство охорони здоров'я України,42.0,False,ДУ «Одеський обласний центр контролю та профілактики хвороб МОЗ України»,,False,UA51080030010072039,,Україна,Одеська область,Ізмаїльський район,Ізмaїльськa міська громада,Ізмаїл,місто,13774.0,Ізмаїл,,,,45.337,28.83,saveecobot_radiation_locations.csv,Одеська область,odesa,Odeska oblast,Odesa Oblast,Odesa Oblast
20838,,ДУ «Одеський обласний центр контролю та профілактики хвороб МОЗ України»,38477737.0,,вручну,Міністерство охорони здоров'я України,42.0,False,ДУ «Одеський обласний центр контролю та профілактики хвороб МОЗ України»,,False,UA51100270010076757,,Україна,Одеська область,Одеський район,Одeськa міська громада,Одеса,місто,34.0,Овідіопольська дорога,,,,46.452,30.65,saveecobot_radiation_locations.csv,Одеська область,odesa,Odeska oblast,Odesa Oblast,Odesa Oblast
20839,,ДУ «Одеський обласний центр контролю та профілактики хвороб МОЗ України»,38477737.0,,вручну,Міністерство охорони здоров'я України,42.0,False,ДУ «Одеський обласний центр контролю та профілактики хвороб МОЗ України»,,False,UA51100270010076757,,Україна,Одеська область,Одеський район,Одeськa міська громада,Одеса,місто,34.0,проспект Гагаріна,,,,46.453,30.74,saveecobot_radiation_locations.csv,Одеська область,odesa,Odeska oblast,Odesa Oblast,Odesa Oblast
20840,,ДУ «Одеський обласний центр контролю та профілактики хвороб МОЗ України»,38477737.0,,вручну,Міністерство охорони здоров'я України,42.0,False,ДУ «Одеський обласний центр контролю та профілактики хвороб МОЗ України»,,False,UA51100270010076757,,Україна,Одеська область,Одеський район,Одeськa міська громада,Одеса,місто,34.0,проспект Шевченко,,,,46.452,30.75,saveecobot_radiation_locations.csv,Одеська область,odesa,Odeska oblast,Odesa Oblast,Odesa Oblast
